CCD_KEY,BAT_CODE,BAT_DESC,ISS_CODE,ISS_DESC,Session Categoy,FQPM,MedicalMember,Specialism Count,Panel requirement code,FTA Respondent,Notes
062TP,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,TP,TRANSITIONAL PROTECTION,1,,,,84,Tribunal Judge,
062WC,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,WC,WORK CAPABILITY ASSESSMENT,4,,,,"84, 58","Tribunal Judge, Tribunal Member Medical",
064AA,64,INDUSTRIAL DEATH BENEFIT,AA,INVALID,N/A,,,,,,
064CC,64,INDUSTRIAL DEATH BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064CC,64,INDUSTRIAL DEATH BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064CE,64,INDUSTRIAL DEATH BENEFIT,CE,CONDITIONS OF ENTITLEMENT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064CE,64,INDUSTRIAL DEATH BENEFIT,CE,CONDITIONS OF ENTITLEMENT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064CP,64,INDUSTRIAL DEATH BENEFIT,CP,CIVIL PENALTIES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064CP,64,INDUSTRIAL DEATH BENEFIT,CP,CIVIL PENALTIES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064CS,64,INDUSTRIAL DEATH BENEFIT,CS,"CHEST-PNEUMO', ASBESTOS ETC",5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064CS,64,INDUSTRIAL DEATH BENEFIT,CS,"CHEST-PNEUMO', ASBESTOS ETC",6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064DD,64,INDUSTRIAL DEATH BENEFIT,DD,APPEAL DIRECTLY LODGED,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064DD,64,INDUSTRIAL DEATH BENEFIT,DD,APPEAL DIRECTLY LODGED,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064DQ,64,INDUSTRIAL DEATH BENEFIT,DQ,DISABLEMENT QUESTION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064DQ,64,INDUSTRIAL DEATH BENEFIT,DQ,DISABLEMENT QUESTION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064EC,64,INDUSTRIAL DEATH BENEFIT,EC,ECHR,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064EC,64,INDUSTRIAL DEATH BENEFIT,EC,ECHR,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064EX,64,INDUSTRIAL DEATH BENEFIT,EX,EX LEGISLATION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064EX,64,INDUSTRIAL DEATH BENEFIT,EX,EX LEGISLATION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064GC,64,INDUSTRIAL DEATH BENEFIT,GC,GOOD CAUSE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064GC,64,INDUSTRIAL DEATH BENEFIT,GC,GOOD CAUSE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064IA,64,INDUSTRIAL DEATH BENEFIT,IA,INDUSTRIAL ACCIDENT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064IA,64,INDUSTRIAL DEATH BENEFIT,IA,INDUSTRIAL ACCIDENT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064ID,64,INDUSTRIAL DEATH BENEFIT,ID,INDUSTRIAL DISEASE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064ID,64,INDUSTRIAL DEATH BENEFIT,ID,INDUSTRIAL DISEASE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064LE,64,INDUSTRIAL DEATH BENEFIT,LE,LATE (EXTENDING BACK),5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064LE,64,INDUSTRIAL DEATH BENEFIT,LE,LATE (EXTENDING BACK),6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064ON,64,INDUSTRIAL DEATH BENEFIT,ON,ONE PROJECT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064ON,64,INDUSTRIAL DEATH BENEFIT,ON,ONE PROJECT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064OS,64,INDUSTRIAL DEATH BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064OS,64,INDUSTRIAL DEATH BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064OX,64,INDUSTRIAL DEATH BENEFIT,OX,OVERPAYMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064OX,64,INDUSTRIAL DEATH BENEFIT,OX,OVERPAYMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064RA,64,INDUSTRIAL DEATH BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064RA,64,INDUSTRIAL DEATH BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
064RC,64,INDUSTRIAL DEATH BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
064RC,64,INDUSTRIAL DEATH BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067AA,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,AA,INVALID,N/A,,,,,,
067CB,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CB,CONTRIBUTION RECORDS,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067CB,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CB,CONTRIBUTION RECORDS,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067CC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067CC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067CE,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CE,CONDITIONS OF ENTITLEMENT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067CE,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CE,CONDITIONS OF ENTITLEMENT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067CP,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CP,CIVIL PENALTIES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067CP,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CP,CIVIL PENALTIES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067CS,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CS,"CHEST-PNEUMO', ASBESTOS ETC",5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067CS,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,CS,"CHEST-PNEUMO', ASBESTOS ETC",6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067DD,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,DD,APPEAL DIRECTLY LODGED,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067DD,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,DD,APPEAL DIRECTLY LODGED,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067DM,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,DM,DIFFUSE MESOTHELIOMA,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067DM,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,DM,DIFFUSE MESOTHELIOMA,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067DQ,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,DQ,DISABLEMENT QUESTION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067DQ,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,DQ,DISABLEMENT QUESTION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067EC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,EC,ECHR,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067EC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,EC,ECHR,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067EX,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,EX,EX LEGISLATION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067EX,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,EX,EX LEGISLATION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067FW,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,FW,FORESTRY WORKER,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067FW,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,FW,FORESTRY WORKER,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067GC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,GC,GOOD CAUSE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067GC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,GC,GOOD CAUSE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067IA,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,IA,INDUSTRIAL ACCIDENT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067IA,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,IA,INDUSTRIAL ACCIDENT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067ID,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,ID,INDUSTRIAL DISEASE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067ID,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,ID,INDUSTRIAL DISEASE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067LE,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,LE,LATE (EXTENDING BACK),5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067LE,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,LE,LATE (EXTENDING BACK),6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067OK,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,OK,OSTEOARTHRITIS OF THE KNEE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067OK,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,OK,OSTEOARTHRITIS OF THE KNEE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067ON,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,ON,ONE PROJECT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067ON,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,ON,ONE PROJECT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067OS,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067OS,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067OX,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,OX,OVERPAYMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067OX,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,OX,OVERPAYMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067RA,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067RA,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
067RC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
067RC,67,INDUSTRIAL INJURIES DISABLEMENT BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
069AA,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,AA,INVALID,1,,,,84,Tribunal Judge,
069AS,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,AS,ASYLUM,1,,,,84,Tribunal Judge,
069BD,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,BD,BACKDATING,1,,,,84,Tribunal Judge,
069CC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
069CE,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
069CL,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,CL,CAPITAL,1,,,,84,Tribunal Judge,
069CP,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
069DD,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
069DE,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,DE,DATE OF ENTITLEMENT,1,,,,84,Tribunal Judge,
069DP,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,1,,,,84,Tribunal Judge,
069EC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,EC,ECHR,1,,,,84,Tribunal Judge,
069EX,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
069GC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
069HT,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
069IQ,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,IQ,INCOME QUERY,1,,,,84,Tribunal Judge,
069LE,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
069LT,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
069OC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
069OL,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,OL,OVERPAYMENT - SEEK RECOVERY FROM LANDLORD/LETTING,1,,,,84,Tribunal Judge,
069OS,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
069OX,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
069PC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
069PF,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
069PR,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,PR,PREMIUMS,1,,,,84,Tribunal Judge,
069RA,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
069RC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
069RG,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,RG,RECIPROCAL AGREEMENT,1,,,,84,Tribunal Judge,
069RS,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,RS,RESIDENCY,1,,,,84,Tribunal Judge,
069SC,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,SC,SANCTION APPLIED IN ONE PILOT,1,,,,84,Tribunal Judge,
069SS,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
069SU,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,SU,SUSPENSIONS,1,,,,84,Tribunal Judge,
069SX,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
069TB,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,TB,TERMINATION OF BENEFIT - FAILURE TO PROVIDE FURTHE,1,,,,84,Tribunal Judge,
069TE,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,TE,EXCEPTIONAL CIRCUMSTANCES PAYMENTS,1,,,,84,Tribunal Judge,
069TO,69,(HOUSING / COUNCIL TAX) BENEFIT COMBINED,TO,EXCEPTIONAL HARDSHIP PAYMENTS,1,,,,84,Tribunal Judge,
070AA,70,CARER'S ALLOWANCE,AA,INVALID,N/A,,,,,,
070CC,70,CARER'S ALLOWANCE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
070CE,70,CARER'S ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
070CP,70,CARER'S ALLOWANCE,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
070DD,70,CARER'S ALLOWANCE,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
070EC,70,CARER'S ALLOWANCE,EC,ECHR,1,,,,84,Tribunal Judge,
070EI,70,CARER'S ALLOWANCE,EI,EXPORTABILITY ISSUES,1,,,,84,Tribunal Judge,
070EX,70,CARER'S ALLOWANCE,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
070GC,70,CARER'S ALLOWANCE,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
070LE,70,CARER'S ALLOWANCE,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
070ON,70,CARER'S ALLOWANCE,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
070OS,70,CARER'S ALLOWANCE,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
070OX,70,CARER'S ALLOWANCE,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
070RA,70,CARER'S ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
070RC,70,CARER'S ALLOWANCE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
073AA,73,JOB SEEKERS ALLOWANCE,AA,INVALID,N/A,,,,,,
073AS,73,JOB SEEKERS ALLOWANCE,AS,ASYLUM,1,,,,84,Tribunal Judge,
073AT,73,JOB SEEKERS ALLOWANCE,AT,ALL WORK TEST,1,,,,84,Tribunal Judge,
073AV,73,JOB SEEKERS ALLOWANCE,AV,AVAILABILITY FOR WORK,1,,,,84,Tribunal Judge,
073AW,73,JOB SEEKERS ALLOWANCE,AW,ACTIVELY SEEKING WORK,1,,,,84,Tribunal Judge,
073BW,73,JOB SEEKERS ALLOWANCE,BW,BACK TO WORK BONUS,1,,,,84,Tribunal Judge,
073CB,73,JOB SEEKERS ALLOWANCE,CB,CONTRIBUTION RECORDS,1,,,,84,Tribunal Judge,
073CC,73,JOB SEEKERS ALLOWANCE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
073CE,73,JOB SEEKERS ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
073CL,73,JOB SEEKERS ALLOWANCE,CL,CAPITAL,1,,,,84,Tribunal Judge,
073CM,73,JOB SEEKERS ALLOWANCE,CM,CHILD MAINTENANCE BONUS,1,,,,84,Tribunal Judge,
073CO,73,JOB SEEKERS ALLOWANCE,CO,COMMUNITY ORDER,1,,,,84,Tribunal Judge,
073CP,73,JOB SEEKERS ALLOWANCE,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
073CR,73,JOB SEEKERS ALLOWANCE,CR,CREDITS,1,,,,84,Tribunal Judge,
073DD,73,JOB SEEKERS ALLOWANCE,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
073DR,73,JOB SEEKERS ALLOWANCE,DR,JOBSEEKER'S DIRECTION,1,,,,84,Tribunal Judge,
073EC,73,JOB SEEKERS ALLOWANCE,EC,ECHR,1,,,,84,Tribunal Judge,
073EX,73,JOB SEEKERS ALLOWANCE,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
073FT,73,JOB SEEKERS ALLOWANCE,FT,FAILURE TO ATTEND,1,,,,84,Tribunal Judge,
073GC,73,JOB SEEKERS ALLOWANCE,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
073HC,73,JOB SEEKERS ALLOWANCE,HC,HOUSING COSTS,1,,,,84,Tribunal Judge,
073HT,73,JOB SEEKERS ALLOWANCE,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
073IQ,73,JOB SEEKERS ALLOWANCE,IQ,INCOME QUERY,1,,,,84,Tribunal Judge,
073LE,73,JOB SEEKERS ALLOWANCE,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
073LM,73,JOB SEEKERS ALLOWANCE,LM,LABOUR MARKET ISSUES,1,,,,84,Tribunal Judge,
073LT,73,JOB SEEKERS ALLOWANCE,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
073OC,73,JOB SEEKERS ALLOWANCE,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
073ON,73,JOB SEEKERS ALLOWANCE,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
073OS,73,JOB SEEKERS ALLOWANCE,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
073OX,73,JOB SEEKERS ALLOWANCE,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
073PC,73,JOB SEEKERS ALLOWANCE,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
073PF,73,JOB SEEKERS ALLOWANCE,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
073RA,73,JOB SEEKERS ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
073RB,73,JOB SEEKERS ALLOWANCE,RB,REDUCED BENEFIT DIRECTION,1,,,,84,Tribunal Judge,
073RC,73,JOB SEEKERS ALLOWANCE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
073RE,73,JOB SEEKERS ALLOWANCE,RE,REFUSAL OF EMPLOYMENT,1,,,,84,Tribunal Judge,
073RG,73,JOB SEEKERS ALLOWANCE,RG,RECIPROCAL AGREEMENT,1,,,,84,Tribunal Judge,
073RR,73,JOB SEEKERS ALLOWANCE,RR,Reilly Wilson Stay 2 (LM) 2015,1,,,,84,Tribunal Judge,
073RT,73,JOB SEEKERS ALLOWANCE,RT,Reilly Wilson Stay 3 (LM) 2016,1,,,,84,Tribunal Judge,
073SM,73,JOB SEEKERS ALLOWANCE,SM,MATERNITY,1,,,,84,Tribunal Judge,
073SS,73,JOB SEEKERS ALLOWANCE,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
073SU,73,JOB SEEKERS ALLOWANCE,SU,SUSPENSIONS,1,,,,84,Tribunal Judge,
073SX,73,JOB SEEKERS ALLOWANCE,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
